,categories,genres,id,is_free,playtime_forever,price,purchase_date,release_date,tags,total_negative_reviews,total_positive_reviews
219,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Indie",219,False,0.41666666700000005,2600,2019-06-28,2015-06-01,"Gore,Violent,Action,Dark,Mature,Shooter,Indie,Isometric,Singleplayer,Villain Protagonist,Twin Stick Shooter,Open World,Psychological Horror,Horror,Third-Person Shooter,Dark Humor,Top-Down Shooter,Survival,Difficult,Masterpiece",1410.0,4898.0
220,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",220,False,9.683333333,15999900,2017-10-02,2013-03-04,"Adventure,Action,Female Protagonist,Third Person,Lara Croft,Singleplayer,Third-Person Shooter,Story Rich,Exploration,Multiplayer,Quick-Time Events,Atmospheric,Action-Adventure,Shooter,Stealth,Puzzle,Cinematic,Platformer,Masterpiece,RPG",3407.0,77254.0
221,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,RPG",221,False,31.98333333,5000,2017-03-03,2015-10-14,"RPG,Turn-Based,Turn-Based Combat,Indie,Choices Matter,Post-apocalyptic,Story Rich,Tactical,Isometric,Fantasy,Singleplayer,CRPG,Alternate History,Difficult,Rome,Atmospheric,Dark Fantasy,Early Access,Adventure,Open World",382.0,1651.0
222,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",222,False,7.516666667000001,18500,2018-03-25,2016-06-10,"Detective,Adventure,Story Rich,Mystery,Action,Crime,Puzzle,Open World,Singleplayer,Atmospheric,Third Person,Psychological Horror,Horror,Point & Click,Masterpiece,Thriller,Multiplayer,First-Person,Great Soundtrack,Casual",644.0,1849.0
223,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,223,False,0.0,9500,2018-03-28,2013-03-25,"FPS,Story Rich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,Alternate History,Beautiful,Adventure,Great Soundtrack,Dystopian,Sci-fi,Time Travel,Fantasy,Gore,Linear,RPG",2879.0,58815.0
224,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Action,Adventure,Indie",224,False,0.0,7000,2018-03-28,2013-09-04,"Horror,First-Person,Atmospheric,Survival Horror,Gore,Survival,Psychological Horror,Singleplayer,Adventure,Action,Dark,Indie,Stealth,Nudity,Parkour,Difficult,Masterpiece,3D Vision,Walking Simulator,Sci-fi",1226.0,30160.0
225,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure",225,True,3.0333333330000003,0,2016-09-21,2015-01-29,"Story Rich,Choices Matter,Great Soundtrack,Female Protagonist,Time Travel,Atmospheric,Episodic,Singleplayer,Adventure,Time Manipulation,Mystery,Multiple Endings,Third Person,Point & Click,Indie,Walking Simulator,Casual,Action,Memes,Masterpiece",2667.0,86653.0
226,"Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,VR Support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Adventure,Indie,Massively Multiplayer,RPG",226,False,4.766666667,13800,2019-06-15,2017-08-27,"Survival,Open World,Dinosaurs,Multiplayer,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Early Access,Massively Multiplayer,Singleplayer,Dragons,RPG,Sci-fi,MMORPG,Indie",53081.0,128486.0
227,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,RPG",227,False,2.2,9000,2017-10-27,2016-11-10,"RPG,Story Rich,Choices Matter,Isometric,Dark Fantasy,CRPG,Adventure,Singleplayer,Fantasy,Villain Protagonist,Real-Time with Pause,Character Customization,Atmospheric,Great Soundtrack,Open World,Turn-Based,Strategy,Party-Based RPG,Female Protagonist,Action",785.0,4834.0
228,"Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Adventure,Indie,RPG,Strategy",228,False,5.4,11200,2017-06-28,2015-10-27,"RPG,Turn-Based,Co-op,Fantasy,Adventure,Party-Based RPG,Story Rich,Strategy,Turn-Based Combat,Open World,Character Customization,Singleplayer,Isometric,CRPG,Local Co-Op,Multiplayer,Great Soundtrack,Split Screen,Turn-Based Strategy,Indie",1100.0,9349.0
229,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Action,Indie,Strategy",229,False,0.083333333,6800,2018-02-02,2012-09-28,"Strategy,Indie,Action,2D,Physics,Sandbox,Pixel Graphics,Local Co-Op,Moddable,Sci-fi,Singleplayer,Difficult,Local Multiplayer,Platformer,Split Screen,Multiplayer,RTS,Replay Value,Zombies,4 Player Local",284.0,1132.0
230,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,RPG",230,False,5.033333333,3600,2017-04-10,2011-01-25,"Comedy,Co-op,Action,Fantasy,Online Co-Op,Multiplayer,RPG,Magic,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Masterpiece,Team-Based,Action RPG,Arcade",1334.0,12411.0
231,"Single-player,Steam Achievements,Partial Controller Support","Adventure,Strategy",231,False,0.25,9500,2017-12-17,2011-11-08,"Detective,Crime,Open World,Noir,Adventure,Story Rich,Third Person,Mystery,Investigation,Cinematic,Singleplayer,Action,Atmospheric,Mature,Masterpiece,Nudity,Puzzle,Third-Person Shooter,Thriller,Strategy",2020.0,11955.0
232,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Cloud","Adventure,Indie",232,False,0.0,9000,2019-06-27,2018-07-12,"Adventure,Violent,Gore,Indie,VR,FPS,Multiplayer",99.0,244.0
233,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,RPG",233,False,0.016666667,12700,2018-04-16,2015-01-26,"Zombies,Survival,Open World,Parkour,Co-op,Multiplayer,Action,First-Person,Horror,Gore,Survival Horror,Crafting,FPS,Adventure,Atmospheric,Singleplayer,Shooter,RPG,Stealth,Sandbox",5453.0,68895.0
234,Single-player,"Action,Adventure,Free to Play,RPG,Simulation",234,True,5.3833333329999995,0,2016-09-21,2015-10-30,"Space,Free to Play,Open World,Singleplayer,Sci-fi,Simulation,Adventure,2D,RPG,Action,Trading,Space Sim,Exploration,Sandbox,Indie,Strategy,Casual,Economy,Top-Down,Story Rich",5.0,76.0
235,"Single-player,SteamVR Collectibles","Action,Adventure,Indie",235,False,0.0,5000,2018-04-20,2018-02-26,"Action,Adventure,Dinosaurs,Indie,VR,Early Access",81.0,280.0
236,"Single-player,Steam Trading Cards,Steam Workshop,Partial Controller Support","Action,Adventure,Indie,RPG,Simulation",236,True,28.98333333,0,2017-10-28,2016-11-08,"Sandbox,Open World,Survival,Adventure,Crafting,RPG,Multiplayer,Exploration,Building,Sci-fi,Indie,Action,Co-op,Simulation,Early Access,Voxel,Singleplayer,Third Person,Action RPG,Massively Multiplayer",1645.0,3159.0
237,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","Adventure,Indie,RPG,Strategy",237,False,0.0,6800,2019-06-21,2015-08-20,"RPG,Cyberpunk,Turn-Based,Story Rich,Strategy,Isometric,Indie,Adventure,Singleplayer,Turn-Based Tactics,CRPG,Kickstarter,Turn-Based Combat,Atmospheric,Sci-fi,Great Soundtrack,Tactical,Female Protagonist,Fantasy,Action",300.0,1656.0
238,"Single-player,Steam Achievements","Indie,Simulation,Strategy",238,False,0.65,6800,2018-01-03,2014-02-18,"City Builder,Strategy,Simulation,Survival,Indie,Singleplayer,Sandbox,Medieval,Relaxing,Resource Management,Economy,Building,Management,Open World,Difficult,Beautiful,Procedural Generation,Masterpiece,Historical,RTS",2682.0,22228.0
239,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",239,False,0.0,3100,2018-04-21,2017-03-14,"Adventure,Indie,Puzzle,Point & Click",5.0,50.0
240,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",240,False,0.21666666699999998,10000,2016-11-09,2013-08-29,"Adventure,Point & Click,Puzzle,Singleplayer,Story Rich,2D,Classic,Retro,1990's,Fantasy",121.0,1159.0
241,"Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Indie,Simulation,Strategy",241,False,0.0,8800,2019-05-18,2015-04-02,"Strategy,RTS,God Game,Indie,Fantasy,Base Building,Management,Simulation,Sandbox,Villain Protagonist,Kickstarter,Dungeon Crawler,Funny,Singleplayer,Multiplayer,Dark Comedy,Building,Level Editor,Comedy,Early Access",615.0,3360.0
242,Single-player,"Indie,Strategy",242,False,0.0,3600,2018-06-21,2006-08-23,"Hacking,Indie,Strategy,Singleplayer,Cyberpunk,Great Soundtrack,Simulation,Classic,Sci-fi,Real-Time with Pause,2D,Experimental,Atmospheric,Story Rich,Addictive,Rogue-like,Perma Death,Puzzle",122.0,1147.0
243,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Sexual Content,Nudity,Violent,Gore,Action,Adventure,Indie",243,False,0.0,9000,2018-03-28,2017-04-24,"Horror,Psychological Horror,Survival Horror,First-Person,Gore,Singleplayer,Dark,Atmospheric,Violent,Survival,Mature,Action,Adventure,Story Rich,Nudity,Sexual Content,Parkour,Indie,FPS,Multiplayer",1437.0,10303.0
244,"Single-player,Steam Cloud",RPG,244,False,9.016666667,5900,2018-01-09,2009-06-16,"Open World,RPG,Fantasy,Singleplayer,Moddable,First-Person,Adventure,Exploration,Great Soundtrack,Action,Magic,Character Customization,Story Rich,Atmospheric,Sandbox,Medieval,Classic,Action RPG,Masterpiece,Third Person",738.0,11989.0
245,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,RPG",245,False,0.25,26800,2018-06-12,2017-01-26,"Anime,JRPG,RPG,Female Protagonist,Story Rich,Fantasy,Action,Action RPG,Singleplayer,Open World,Adventure,Great Soundtrack,Hack and Slash,Cute,Sexual Content,Nudity,Local Co-Op,Multiplayer,Mature,Co-op",437.0,6414.0
246,Single-player,RPG,246,False,0.0,3600,2018-02-28,2009-06-24,"RPG,Villain Protagonist,Fantasy,Singleplayer,Funny,Comedy,Third Person,Action,Magic,Adventure,Action RPG,Strategy,Dark Humor,Open World,Dark Fantasy,Action-Adventure,Masterpiece,Atmospheric,Puzzle,Multiplayer",264.0,1796.0
247,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",Action,247,False,0.0,6400,2018-06-21,2011-06-09,"FPS,Action,Nudity,Shooter,Aliens,Singleplayer,Comedy,Sci-fi,Multiplayer,First-Person,Mature,Gore,Funny,Dark Humor,Classic,Adventure,Old School,Memes,Linear,Atmospheric",1175.0,2460.0
248,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure",248,False,0.0,13500,2019-05-16,2013-01-24,"Action,Hack and Slash,Great Soundtrack,Spectacle fighter,Demons,Adventure,Third Person,Singleplayer,Character Action Game,Controller,Gore,Stylized,Atmospheric,Beat 'em up,Fast-Paced,Masterpiece,Comedy,Fantasy,Story Rich,Platformer",562.0,9066.0
249,"Single-player,Partial Controller Support","Action,Adventure,Casual",249,False,0.166666667,3400,2017-12-01,2017-02-16,"Action,Adventure,Casual,Space,VR,Survival,Futuristic,Sci-fi",58.0,42.0
250,"Steam Achievements,Steam Trading Cards,Steam Workshop,Includes level editor","Animation & Modeling,Design & Illustration,Utilities",250,False,5.116666667,1900,2019-05-26,2018-11-16,"Utilities,Software,Design & Illustration,Animation & Modeling,Anime,Sexual Content,Early Access,Mature,3D Vision,Memes,Cute,Funny,Sandbox,FPS,Casual,Singleplayer,Music,Shooter,Indie,Action",2141.0,83914.0
251,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie,RPG",251,False,4.55,6800,2016-10-14,2015-02-17,"Card Game,RPG,Singleplayer,Action,Rogue-like,Fantasy,Indie,Choose Your Own Adventure,Adventure,Action RPG,Third Person,Rogue-lite,Board Game,Difficult,Atmospheric,Hack and Slash,Beat 'em up,Dungeon Crawler,Masterpiece,Strategy",616.0,6224.0
252,"Single-player,Steam Achievements,Steam Trading Cards","Action,Adventure,Casual,Indie",252,False,3.116666667,4700,2018-03-17,2017-08-08,"Action,Adventure,Indie,Casual,Visual Novel,Female Protagonist,Martial Arts,Comic Book,Fighting,Story Rich,Fantasy,Great Soundtrack",25.0,175.0
253,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure,Indie",253,False,0.0,4800,2017-06-28,2013-05-30,"Puzzle,Sci-fi,Atmospheric,Indie,Space,Platformer,Puzzle-Platformer,Singleplayer,Adventure,Great Soundtrack,2D,Psychological Horror,Metroidvania,Exploration,Mystery,Story Rich,Action,Side Scroller,Difficult,Masterpiece",218.0,3697.0
254,"Single-player,Steam Achievements,Steam Cloud","Adventure,Indie",254,False,0.0,3100,2018-12-21,2012-04-16,"Adventure,Indie,Pixel Graphics,Great Soundtrack,Point & Click,Atmospheric,Female Protagonist,Singleplayer,Fantasy,Puzzle,Relaxing,Beautiful,2D,Casual,Music,Story Rich,Touch-Friendly,Exploration,Retro,Walking Simulator",243.0,922.0
255,"Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Action,Indie,RPG",255,False,0.41666666700000005,4800,2016-09-20,2015-04-23,"Rhythm,Rogue-like,Great Soundtrack,Pixel Graphics,Dungeon Crawler,Indie,Female Protagonist,Difficult,Music,Local Co-Op,RPG,Rogue-lite,2D,Action,Singleplayer,Procedural Generation,Co-op,Adventure,Fantasy,Retro",537.0,14164.0
256,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",Action,256,False,0.0,6800,2019-07-27,2015-05-04,"Action,FPS,Shooter,World War II,Alternate History,Stealth,Singleplayer,First-Person,Gore,Zombies,Atmospheric,Story Rich,Adventure,War,Horror,Sci-fi,Blood,Multiplayer,Mature,Funny",703.0,5002.0
257,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie,RPG",257,False,0.016666667,5900,2017-10-19,2016-08-22,"Pirates,Naval,Action,Open World,RPG,Singleplayer,Third Person,Multiplayer,Historical,Indie,Atmospheric,Sailing,Great Soundtrack,Difficult,Replay Value,Swordplay,Action-Adventure,Perma Death,Sandbox,CRPG",365.0,901.0
258,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud","RPG,Strategy",258,False,2.7166666669999997,6800,2017-02-23,2013-11-15,"RPG,Classic,Fantasy,Isometric,Party-Based RPG,Dungeons & Dragons,Real-Time with Pause,Strategy,Story Rich,Masterpiece,CRPG,Singleplayer,Adventure,Old School,Character Customization,Magic,Multiplayer,Atmospheric,Remake,Romance",415.0,2682.0
259,"Single-player,Shared/Split Screen","Action,Adventure",259,False,0.033333333,8800,2018-03-22,2013-08-29,"Platformer,Local Co-Op,Adventure,Great Soundtrack,2D,Action,4 Player Local,Co-op,Controller,Funny,Local Multiplayer,Fast-Paced,Comedy,Side Scroller,Singleplayer,Masterpiece,Beautiful,Music,Family Friendly,Difficult",251.0,2816.0
260,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",260,False,3.166666667,3800,2017-12-08,2013-11-15,"Female Protagonist,Noir,Puzzle,Platformer,Indie,Adventure,Atmospheric,Singleplayer,Great Soundtrack,Third Person,Short,Story Rich,Detective,Mystery,Puzzle-Platformer,3D Platformer,Masterpiece,Casual,Fantasy,3D Vision",335.0,3175.0
261,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,RPG,Strategy",261,False,0.0,11200,2019-05-03,2013-08-06,"Strategy,RPG,Dragons,Fantasy,Political,Action,RTS,Singleplayer,Steampunk,Turn-Based,Choices Matter,Real-Time with Pause,Story Rich,Multiplayer,Comedy,Co-op,Masterpiece,Great Soundtrack,Romance",357.0,970.0
262,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Adventure,262,False,0.0,6800,2018-09-06,2016-08-30,"Puzzle,First-Person,Female Protagonist,Space,Sci-fi,Adventure,Singleplayer,Atmospheric,Great Soundtrack,Story Rich,Short,Psychological Horror,Artificial Intelligence,Philisophical,Horror,Robots",384.0,2418.0
263,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Remote Play on Tablet",Strategy,263,False,1.016666667,19900,2019-02-13,2016-10-20,"Strategy,Turn-Based Strategy,Historical,Multiplayer,Singleplayer,Turn-Based,4X,Grand Strategy,Simulation,War,Tactical,Great Soundtrack,Moddable,City Builder,Online Co-Op,Co-op,Building,Management,Hex Grid,Atmospheric",12856.0,29827.0
264,"Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Action,Indie,Strategy",264,False,0.0,6800,2018-09-01,2017-08-30,"Tower Defense,Strategy,Action,Indie,Co-op,Shooter,Local Co-Op,Singleplayer,Twin Stick Shooter,Destruction,Top-Down Shooter,Aliens,Futuristic,Isometric,Controller,Sci-fi,Replay Value,Difficult,Top-Down,Villain Protagonist",68.0,800.0
265,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie,RPG",265,False,0.1,3600,2017-06-28,2013-11-08,"Rogue-like,Indie,Platformer,Action,Pixel Graphics,Great Soundtrack,Online Co-Op,Difficult,Perma Death,Co-op,2D,Local Co-Op,Rogue-lite,Multiplayer,Singleplayer,Addictive,RPG,Replay Value,Survival,Sci-fi",1121.0,16165.0
266,"Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Includes level editor","Action,Free to Play,Indie",266,True,5.116666667,0,2015-09-12,2015-08-24,"Free to Play,Multiplayer,2D,Action,Platformer,Shooter,Side Scroller,Indie,Co-op,Arena Shooter,Funny,Level Editor,Massively Multiplayer,Cute,PvP,Adventure,Online Co-Op,Team-Based,Strategy,Controller",7.0,61.0
267,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie",267,False,0.133333333,8800,2017-10-25,2016-08-24,"Adventure,Puzzle,Exploration,Mystery,First-Person,Surreal,VR,Indie,Walking Simulator,Atmospheric,Open World,Casual,Nonlinear,Singleplayer,Story Rich,Choices Matter,Sci-fi,FMV,Point & Click,Survival",383.0,1337.0
268,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",268,False,0.916666667,6800,2017-12-08,2017-04-24,"Story Rich,Atmospheric,Walking Simulator,Adventure,First-Person,Exploration,Mystery,Female Protagonist,Great Soundtrack,Singleplayer,Indie,Short,Narration,Dark,Drama,Horror,Visual Novel,Psychological Horror,Puzzle,Lovecraftian",546.0,10999.0
269,"Multi-player,Online Multi-Player,Stats","Action,Adventure,Massively Multiplayer",269,False,78.7,9800,2017-08-06,2017-12-21,"Survival,Shooter,Multiplayer,Battle Royale,FPS,PvP,Third-Person Shooter,Action,Online Co-Op,Tactical,Co-op,First-Person,Early Access,Strategy,Competitive,Third Person,Team-Based,Difficult,Simulation,Stealth",436046.0,440902.0
270,"Single-player,Steam Workshop,Steam Cloud","Indie,Simulation,Strategy",270,False,1.766666667,10300,2017-10-02,2018-10-17,"Base Building,Survival,Strategy,Sandbox,Management,Building,Simulation,Singleplayer,Open World,Sci-fi,Crafting,Moddable,2D,Indie,Atmospheric,Great Soundtrack,Space,Early Access,Action,Pixel Graphics",820.0,36004.0
271,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Adventure,271,False,0.0,13800,2019-08-11,2018-09-04,"Adventure,Visual Novel,Mystery,Story Rich,FMV,Great Soundtrack",6.0,204.0
272,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Simulation,Strategy",272,False,0.0,2200,2017-04-11,2015-10-21,"Strategy,Pixel Graphics,Survival,2D,Medieval,Tower Defense,Indie,Singleplayer,Side Scroller,Resource Management,Great Soundtrack,City Builder,Simulation,Rogue-like,Casual,Atmospheric,Adventure,Difficult,Action,Female Protagonist",563.0,3567.0
273,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Strategy",273,False,0.0,3200,2018-08-06,2018-05-11,"Strategy,Indie,Card Game,World War II,War,Military,Turn-Based Strategy,Turn-Based,Tactical,Singleplayer,Historical,Alternate History,Turn-Based Combat,Turn-Based Tactics,Early Access",99.0,181.0
274,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie",274,False,0.0,1500,2018-04-24,2016-10-20,"Puzzle,Indie,Adventure,Psychological Horror,Point & Click,Hidden Object,Horror,Story Rich,Singleplayer,Dark,Atmospheric,2D,Mystery,Gore,Casual",82.0,1832.0
275,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Full controller support,Steam Trading Cards,Steam Workshop","Adventure,Indie,Simulation",275,False,113.8,2400,2017-01-15,2016-04-21,"Survival,Multiplayer,Co-op,Open World,Adventure,Crafting,Online Co-Op,Sandbox,Difficult,Indie,2D,Funny,Atmospheric,Survival Horror,Strategy,Singleplayer,Horror,Action,Rogue-like,Simulation",2911.0,75828.0
276,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",276,False,1.35,4800,2017-06-28,2012-10-25,"Zombies,Platformer,Indie,Action,Post-apocalyptic,Adventure,Atmospheric,Side Scroller,Singleplayer,Parkour,2D,Survival,Horror,2.5D,Puzzle,Great Soundtrack,Controller,Story Rich,Short,Masterpiece",1674.0,6607.0
277,Single-player,"Casual,Indie",277,False,0.0,1100,2018-03-28,2017-12-17,"Indie,Casual,VR",9.0,39.0
278,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud",Strategy,278,False,0.0,19000,2019-08-07,2016-02-04,"Strategy,Turn-Based,Tactical,Turn-Based Strategy,Aliens,Sci-fi,Turn-Based Tactics,Character Customization,Singleplayer,Difficult,Multiplayer,Moddable,RPG,Futuristic,Action,Perma Death,Atmospheric,Great Soundtrack,Masterpiece,Co-op",4645.0,21211.0
279,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,279,False,0.0,10000,2018-10-29,2017-05-25,"Action,Sci-fi,Third-Person Shooter,Singleplayer,Fast-Paced,Shooter,Third Person,Futuristic,Bullet Time,Mechs,Arcade,Robots,Great Soundtrack,Classic,Cyberpunk,Character Action Game,Hack and Slash,Story Rich,Adventure,Difficult",316.0,2470.0
280,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Action,Indie",280,False,1.3666666669999998,5900,2017-01-23,2015-04-02,"Action,Tactical,Shooter,Top-Down,Multiplayer,Co-op,War,Open World,Military,Indie,Strategy,Singleplayer,Sandbox,RPG,RTS,Simulation,Massively Multiplayer,Survival,Isometric,Adventure",661.0,4736.0
281,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats","Casual,Indie,RPG,Simulation",281,False,0.233333333,9900,2018-03-22,2017-04-21,"Philisophical,Relaxing,Casual,Simulation,Sandbox,Open World,Indie,Exploration,Atmospheric,Singleplayer,Funny,God Game,Experimental,Great Soundtrack,Experience,Walking Simulator,Family Friendly,Procedural Generation,Adventure,RPG",326.0,1686.0
282,"Single-player,Online Multi-Player,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support",Action,282,False,0.0,6800,2018-08-25,2017-02-13,"Medieval,Action,Swordplay,Multiplayer,PvP,Fighting,Third Person,War,Co-op,Gore,Singleplayer,Online Co-Op,Hack and Slash,Realistic,Strategy,Atmospheric,RPG,Fantasy,MOBA,Story Rich",16764.0,21158.0
283,"Multi-player,Online Multi-Player,In-App Purchases","Action,Adventure,Free to Play,Massively Multiplayer",283,True,1.083333333,0,2017-08-11,2018-02-28,"Survival,Massively Multiplayer,Multiplayer,Open World,PvP,FPS,Battle Royale,Action,Shooter,Third-Person Shooter,Free to Play,Zombies,Early Access,Co-op,Online Co-Op,Adventure,First-Person,Violent,Gore,Walking Simulator",65127.0,82806.0
284,"Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,Simulation",284,False,0.0,3700,2017-09-23,2015-06-24,"Detective,FMV,Indie,Story Rich,Female Protagonist,Mystery,Realistic,Singleplayer,Adventure,Puzzle,Simulation,Crime,Experimental,Casual,Visual Novel,Point & Click,Short,Horror,Psychological Horror,Interactive Fiction",413.0,3775.0
285,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Action,Indie",285,False,0.7333333329999999,6200,2017-06-28,2014-10-17,"Platformer,Action,FPS,Indie,Difficult,Parkour,Puzzle,Sci-fi,3D Platformer,First-Person,Great Soundtrack,Fast-Paced,Singleplayer,Shooter,Atmospheric,Puzzle-Platformer,Cyberpunk",187.0,1171.0
286,"Single-player,Steam Trading Cards,Steam Cloud",Strategy,286,False,0.0,3600,2018-06-12,2011-06-14,"Strategy,Tower Defense,Fantasy",137.0,98.0
287,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",287,False,0.283333333,3900,2018-11-18,2015-03-04,"Point & Click,Dark Fantasy,Adventure,Dark,Puzzle,Indie,Atmospheric,Horror,Great Soundtrack,2D,Fantasy,Story Rich,Choices Matter,Singleplayer,Gore,Casual,Gothic,Psychedelic,Design & Illustration,Classic",116.0,1697.0
288,"Single-player,Partial Controller Support","Action,RPG",288,False,0.0,6400,2018-03-28,2007-08-21,"FPS,Atmospheric,Action,Story Rich,Singleplayer,Horror,Steampunk,First-Person,Shooter,Masterpiece,RPG,Sci-fi,Classic,Adventure,Dystopian,Underwater,Political,Dark,Great Soundtrack,Alternate History",932.0,15087.0
289,"Single-player,Steam Achievements,Steam Trading Cards","Simulation,Strategy",289,False,0.0,16800,2018-03-22,2015-11-02,"Strategy,City Builder,Simulation,Futuristic,Sci-fi,Economy,Singleplayer,Space,Management,Resource Management,RTS,Building,Multiplayer,Great Soundtrack,Sandbox,Casual,4X,Base Building,Illuminati,Masterpiece",1243.0,2217.0
290,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,Simulation",290,False,0.6166666670000001,3700,2017-12-08,2016-10-27,"Choices Matter,Dystopian,Story Rich,Singleplayer,Detective,Indie,Interactive Fiction,Politics,Hacking,Political,Simulation,Atmospheric,Mouse only,Episodic,Adventure,Visual Novel,Great Soundtrack,Point & Click,Mystery,Cyberpunk",332.0,3878.0
